model,seed,step,train_loss,eval_loss_BPT,eval_BPSS_star,eval_corpus
syn8,42,14100,5.545388,,,
syn8,42,14200,5.545383,,,
syn8,42,14300,5.545392,,,
syn8,42,14400,5.545408,,,
syn8,42,14500,5.545359,,,
syn8,42,14600,5.545369,,,
syn8,42,14700,5.545365,,,
syn8,42,14800,5.545387,,,
syn8,42,14900,5.545358,,,
syn8,42,15000,5.545378,,,
syn8,42,15100,5.545372,,,
syn8,42,15200,5.545365,,,
syn8,42,15300,5.545336,,,
syn8,42,15400,5.545330,,,
syn8,42,15500,5.545347,,,
syn8,42,15600,5.545362,,,
syn8,42,15700,5.545358,,,
syn8,42,15800,5.545343,,,
syn8,42,15900,5.545366,,,
syn8,42,16000,5.545330,,,
syn8,42,16000,5.545026,23.954178,11.934600,syn2
syn8,42,16000,5.545026,23.881425,11.898353,syn4
syn8,42,16000,5.545026,8.000167,1.992944,syn8
syn8,42,16000,5.545026,23.861020,14.860242,syn12
syn8,42,16100,5.545328,,,
syn8,42,16200,5.545317,,,
syn8,42,16300,5.545353,,,
syn8,42,16400,5.545305,,,
syn8,42,16500,5.545308,,,
syn8,42,16600,5.545362,,,
syn8,42,16700,5.545334,,,
syn8,42,16800,5.545312,,,
syn8,42,16900,5.545331,,,
syn8,42,17000,5.545313,,,
syn8,42,17100,5.545316,,,
syn8,42,17200,5.545307,,,
syn8,42,17300,5.545295,,,
syn8,42,17400,5.545297,,,
syn8,42,17500,5.545294,,,
syn8,42,17600,5.545326,,,
syn8,42,17700,5.545314,,,
syn8,42,17800,5.545306,,,
syn8,42,17900,5.545285,,,
syn8,42,18000,5.545287,,,
syn8,42,18000,5.545557,23.560793,11.738605,syn2
syn8,42,18000,5.545557,23.489205,11.702938,syn4
syn8,42,18000,5.545557,8.000183,1.992948,syn8
syn8,42,18000,5.545557,23.473429,14.618857,syn12
syn8,42,18100,5.545274,,,
syn8,42,18200,5.545299,,,
syn8,42,18300,5.545298,,,
syn8,42,18400,5.545289,,,
syn8,42,18500,5.545301,,,
syn8,42,18600,5.545275,,,
syn8,42,18700,5.545293,,,
syn8,42,18800,5.545265,,,
syn8,42,18900,5.545305,,,
syn8,42,19000,5.545275,,,
syn8,42,19100,5.545287,,,
syn8,42,19200,5.545277,,,
syn8,42,19300,5.545302,,,
syn8,42,19400,5.545277,,,
syn8,42,19500,5.545285,,,
syn8,42,19600,5.545294,,,
syn8,42,19700,5.545261,,,
syn8,42,19800,5.545281,,,
syn8,42,19900,5.545286,,,
syn8,42,20000,5.545259,,,
syn8,42,20000,5.545128,23.331277,11.624254,syn2
syn8,42,20000,5.545128,23.271492,11.594468,syn4
syn8,42,20000,5.545128,8.000178,1.992947,syn8
syn8,42,20000,5.545128,23.252270,14.481123,syn12
syn8,42,20100,5.545278,,,
syn8,42,20200,5.545262,,,
syn8,42,20300,5.545302,,,
syn8,42,20400,5.545284,,,
syn8,42,20500,5.545263,,,
syn8,42,20600,5.545273,,,
syn8,42,20700,5.545268,,,
syn8,42,20800,5.545259,,,
syn8,42,20900,5.545268,,,
syn8,42,21000,5.545266,,,
syn8,42,21100,5.545272,,,
syn8,42,21200,5.545280,,,
syn8,42,21300,5.545263,,,
syn8,42,21400,5.545239,,,
syn8,42,21500,5.545273,,,
syn8,42,21600,5.545278,,,
syn8,42,21700,5.545256,,,
syn8,42,21800,5.545246,,,
syn8,42,21900,5.545268,,,
syn8,42,22000,5.545279,,,
syn8,42,22000,5.545204,23.346650,11.631914,syn2
syn8,42,22000,5.545204,23.283317,11.600359,syn4
syn8,42,22000,5.545204,8.000130,1.992935,syn8
syn8,42,22000,5.545204,23.268649,14.491324,syn12
syn8,42,22100,5.545261,,,
syn8,42,22200,5.545258,,,
syn8,42,22300,5.545256,,,
syn8,42,22400,5.545254,,,
syn8,42,22500,5.545247,,,
syn8,42,22600,5.545261,,,
syn8,42,22700,5.545244,,,
syn8,42,22800,5.545255,,,
syn8,42,22900,5.545254,,,
syn8,42,23000,5.545252,,,
syn8,42,23100,5.545256,,,
syn8,42,23200,5.545263,,,
syn8,42,23300,5.545252,,,
syn8,42,23400,5.545251,,,
syn8,42,23500,5.545245,,,
syn8,42,23600,5.545262,,,
syn8,42,23700,5.545248,,,
syn8,42,23800,5.545244,,,
syn8,42,23900,5.545251,,,
syn8,42,24000,5.545236,,,
syn8,42,24000,5.545219,23.705210,11.810558,syn2
syn8,42,24000,5.545219,23.651943,11.784019,syn4
syn8,42,24000,5.545219,8.000093,1.992926,syn8
syn8,42,24000,5.545219,23.630065,14.716408,syn12
syn8,42,24100,5.545248,,,
syn8,42,24200,5.545250,,,
syn8,42,24300,5.545241,,,
syn8,42,24400,5.545250,,,
syn8,42,24500,5.545233,,,
syn8,42,24600,5.545231,,,
syn8,42,24700,5.545252,,,
syn8,42,24800,5.545238,,,
syn8,42,24900,5.545238,,,
syn8,42,25000,5.545233,,,
syn8,42,25100,5.545219,,,
syn8,42,25200,5.545250,,,
syn8,42,25300,5.545242,,,
syn8,42,25400,5.545253,,,
syn8,42,25500,5.545244,,,
syn8,42,25600,5.545234,,,
syn8,42,25700,5.545230,,,
syn8,42,25800,5.545231,,,
syn8,42,25900,5.545231,,,
syn8,42,26000,5.545237,,,
syn8,42,26000,5.545016,23.785912,11.850765,syn2
syn8,42,26000,5.545016,23.746965,11.831361,syn4
syn8,42,26000,5.545016,8.000057,1.992917,syn8
syn8,42,26000,5.545016,23.737465,14.783294,syn12
syn8,42,26100,5.545249,,,
syn8,42,26200,5.545247,,,
syn8,42,26300,5.545242,,,
syn8,42,26400,5.545229,,,
syn8,42,26500,5.545236,,,
syn8,42,26600,5.545228,,,
syn8,42,26700,5.545211,,,
syn8,42,26800,5.545222,,,
syn8,42,26900,5.545234,,,
syn8,42,27000,5.545227,,,
syn8,42,27100,5.545223,,,
syn8,42,27200,5.545220,,,
syn8,42,27300,5.545228,,,
syn8,42,27400,5.545242,,,
syn8,42,27500,5.545217,,,
syn8,42,27600,5.545237,,,
syn8,42,27700,5.545229,,,
syn8,42,27800,5.545219,,,
syn8,42,27900,5.545211,,,
syn8,42,28000,5.545237,,,
syn8,42,28000,5.545195,24.207507,12.060815,syn2
syn8,42,28000,5.545195,24.161880,12.038083,syn4
syn8,42,28000,5.545195,8.000048,1.992914,syn8
syn8,42,28000,5.545195,24.145100,15.037162,syn12
syn8,42,28100,5.545221,,,
syn8,42,28200,5.545239,,,
syn8,42,28300,5.545222,,,
syn8,42,28400,5.545221,,,
syn8,42,28500,5.545227,,,
syn8,42,28600,5.545209,,,
syn8,42,28700,5.545233,,,
syn8,42,28800,5.545222,,,
syn8,42,28900,5.545213,,,
syn8,42,29000,5.545224,,,
syn8,42,29100,5.545200,,,
syn8,42,29200,5.545229,,,
syn8,42,29300,5.545213,,,
syn8,42,29400,5.545216,,,
syn8,42,29500,5.545224,,,
syn8,42,29600,5.545211,,,
syn8,42,29700,5.545215,,,
syn8,42,29800,5.545226,,,
syn8,42,29900,5.545219,,,
syn8,42,30000,5.545226,,,
syn8,42,30000,5.545208,24.468880,12.191038,syn2
syn8,42,30000,5.545208,24.429889,12.171612,syn4
syn8,42,30000,5.545208,8.000088,1.992924,syn8
syn8,42,30000,5.545208,24.415611,15.205633,syn12
syn8,42,30100,5.545212,,,
syn8,42,30200,5.545215,,,
syn8,42,30300,5.545219,,,
syn8,42,30400,5.545212,,,
syn8,42,30500,5.545206,,,
syn8,42,30600,5.545218,,,
syn8,42,30700,5.545207,,,
syn8,42,30800,5.545208,,,
syn8,42,30900,5.545207,,,
syn8,42,31000,5.545220,,,
syn8,42,31100,5.545206,,,
syn8,42,31200,5.545215,,,
syn8,42,31300,5.545202,,,
syn8,42,31400,5.545213,,,
syn8,42,31500,5.545205,,,
syn8,42,31600,5.545192,,,
syn8,42,31700,5.545219,,,
syn8,42,31800,5.545207,,,
syn8,42,31900,5.545217,,,
syn8,42,32000,5.545200,,,
syn8,42,32000,5.545313,24.861277,12.386541,syn2
syn8,42,32000,5.545313,24.829767,12.370841,syn4
syn8,42,32000,5.545313,8.000040,1.992913,syn8
syn8,42,32000,5.545313,24.818590,15.456601,syn12
syn8,42,32100,5.545221,,,
syn8,42,32200,5.545212,,,
syn8,42,32300,5.545206,,,
syn8,42,32400,5.545212,,,
syn8,42,32500,5.545208,,,
syn8,42,32600,5.545209,,,
syn8,42,32700,5.545202,,,
syn8,42,32800,5.545206,,,
syn8,42,32900,5.545230,,,
syn8,42,33000,5.545199,,,
syn8,42,33100,5.545206,,,
syn8,42,33200,5.545189,,,
syn8,42,33300,5.545202,,,
syn8,42,33400,5.545192,,,
syn8,42,33500,5.545213,,,
syn8,42,33600,5.545213,,,
syn8,42,33700,5.545194,,,
syn8,42,33800,5.545192,,,
syn8,42,33900,5.545207,,,
syn8,42,34000,5.545193,,,
syn8,42,34000,5.545276,25.187746,12.549196,syn2
syn8,42,34000,5.545276,25.151995,12.531384,syn4
syn8,42,34000,5.545276,8.000001,1.992903,syn8
syn8,42,34000,5.545276,25.140478,15.657067,syn12
syn8,42,34100,5.545192,,,
syn8,42,34200,5.545196,,,
syn8,42,34300,5.545197,,,
syn8,42,34400,5.545198,,,
syn8,42,34500,5.545199,,,
syn8,42,34600,5.545200,,,
syn8,42,34700,5.545198,,,
syn8,42,34800,5.545195,,,
syn8,42,34900,5.545193,,,
syn8,42,35000,5.545198,,,
syn8,42,35100,5.545192,,,
syn8,42,35200,5.545198,,,
syn8,42,35300,5.545202,,,
syn8,42,35400,5.545190,,,
syn8,42,35500,5.545187,,,
syn8,42,35600,5.545179,,,
syn8,42,35700,5.545191,,,
syn8,42,35800,5.545198,,,
syn8,42,35900,5.545192,,,
syn8,42,36000,5.545183,,,
syn8,42,36000,5.545157,25.557868,12.733601,syn2
syn8,42,36000,5.545157,25.527810,12.718625,syn4
syn8,42,36000,5.545157,8.000049,1.992915,syn8
syn8,42,36000,5.545157,25.520401,15.893677,syn12
syn8,42,36100,5.545178,,,
syn8,42,36200,5.545197,,,
syn8,42,36300,5.545194,,,
syn8,42,36400,5.545181,,,
syn8,42,36500,5.545192,,,
syn8,42,36600,5.545183,,,
syn8,42,36700,5.545191,,,
syn8,42,36800,5.545198,,,
syn8,42,36900,5.545184,,,
syn8,42,37000,5.545188,,,
syn8,42,37100,5.545197,,,
syn8,42,37200,5.545202,,,
syn8,42,37300,5.545182,,,
syn8,42,37400,5.545186,,,
syn8,42,37500,5.545192,,,
syn8,42,37600,5.545173,,,
syn8,42,37700,5.545187,,,
syn8,42,37800,5.545185,,,
syn8,42,37900,5.545202,,,
syn8,42,38000,5.545180,,,
syn8,42,38000,5.545225,25.823186,12.865789,syn2
syn8,42,38000,5.545225,25.789058,12.848785,syn4
syn8,42,38000,5.545225,8.000014,1.992906,syn8
syn8,42,38000,5.545225,25.778300,16.054292,syn12
syn8,42,38100,5.545177,,,
syn8,42,38200,5.545181,,,
syn8,42,38300,5.545198,,,
syn8,42,38400,5.545192,,,
syn8,42,38500,5.545180,,,
syn8,42,38600,5.545199,,,
syn8,42,38700,5.545191,,,
syn8,42,38800,5.545181,,,
syn8,42,38900,5.545183,,,
syn8,42,39000,5.545189,,,
syn8,42,39100,5.545193,,,
syn8,42,39200,5.545185,,,
syn8,42,39300,5.545170,,,
syn8,42,39400,5.545180,,,
syn8,42,39500,5.545178,,,
syn8,42,39600,5.545181,,,
syn8,42,39700,5.545181,,,
syn8,42,39800,5.545182,,,
syn8,42,39900,5.545191,,,
syn8,42,40000,5.545175,,,
syn8,42,40000,5.545210,25.942634,12.925301,syn2
syn8,42,40000,5.545210,25.911566,12.909822,syn4
syn8,42,40000,5.545210,8.000000,1.992902,syn8
syn8,42,40000,5.545210,25.901140,16.130795,syn12
syn8,137,100,5.604119,,,
syn8,137,200,5.556268,,,
syn8,137,300,5.553371,,,
syn8,137,400,5.552533,,,
syn8,137,500,5.552725,,,
syn8,137,600,5.552222,,,
syn8,137,700,5.552633,,,
syn8,137,800,5.552446,,,
syn8,137,900,5.552502,,,
syn8,137,1000,5.552768,,,
syn8,137,1100,5.552264,,,
syn8,137,1200,5.552098,,,
syn8,137,1300,5.551115,,,
syn8,137,1400,5.550943,,,
syn8,137,1500,5.550505,,,
syn8,137,1600,5.550213,,,
syn8,137,1700,5.550102,,,
syn8,137,1800,5.549924,,,
syn8,137,1900,5.549870,,,
syn8,137,2000,5.549506,,,
syn8,137,2000,5.551168,15.059756,7.503166,syn2
syn8,137,2000,5.551168,19.471273,9.701099,syn4
syn8,137,2000,5.551168,8.005925,1.994378,syn8
syn8,137,2000,5.551168,19.562874,12.183430,syn12
syn8,137,2100,5.549418,,,
syn8,137,2200,5.548984,,,
syn8,137,2300,5.548713,,,
syn8,137,2400,5.548853,,,
syn8,137,2500,5.548614,,,
syn8,137,2600,5.548498,,,
syn8,137,2700,5.548375,,,
syn8,137,2800,5.548431,,,
syn8,137,2900,5.548327,,,
syn8,137,3000,5.548088,,,
syn8,137,3100,5.547874,,,
syn8,137,3200,5.547939,,,
syn8,137,3300,5.547725,,,
syn8,137,3400,5.547599,,,
syn8,137,3500,5.547747,,,
syn8,137,3600,5.547551,,,
syn8,137,3700,5.547415,,,
syn8,137,3800,5.547339,,,
syn8,137,3900,5.547208,,,
syn8,137,4000,5.547183,,,
syn8,137,4000,5.547389,5.167424,2.574546,syn2
syn8,137,4000,5.547389,5.468168,2.724385,syn4
syn8,137,4000,5.547389,8.002493,1.993524,syn8
syn8,137,4000,5.547389,5.373003,3.346216,syn12
syn8,137,4100,5.547162,,,
syn8,137,4200,5.547307,,,
syn8,137,4300,5.547201,,,
syn8,137,4400,5.546955,,,
syn8,137,4500,5.547037,,,
syn8,137,4600,5.546834,,,
syn8,137,4700,5.546845,,,
syn8,137,4800,5.546794,,,
syn8,137,4900,5.546708,,,
syn8,137,5000,5.546631,,,
syn8,137,5100,5.546551,,,
syn8,137,5200,5.546603,,,
syn8,137,5300,5.546542,,,
syn8,137,5400,5.546410,,,
syn8,137,5500,5.546501,,,
syn8,137,5600,5.546399,,,
syn8,137,5700,5.546300,,,
syn8,137,5800,5.546334,,,
syn8,137,5900,5.546318,,,
syn8,137,6000,5.546248,,,
syn8,137,6000,5.546377,22.031046,10.976445,syn2
syn8,137,6000,5.546377,21.842600,10.882556,syn4
syn8,137,6000,5.546377,8.001472,1.993269,syn8
syn8,137,6000,5.546377,21.957913,13.675019,syn12
syn8,137,6100,5.546243,,,
syn8,137,6200,5.546157,,,
syn8,137,6300,5.546246,,,
syn8,137,6400,5.546142,,,
syn8,137,6500,5.546106,,,
syn8,137,6600,5.546061,,,
syn8,137,6700,5.546128,,,
syn8,137,6800,5.546056,,,
syn8,137,6900,5.546014,,,
syn8,137,7000,5.546027,,,
syn8,137,7100,5.546035,,,
syn8,137,7200,5.545988,,,
syn8,137,7300,5.545944,,,
syn8,137,7400,5.545963,,,
syn8,137,7500,5.545874,,,
syn8,137,7600,5.545909,,,
syn8,137,7700,5.545861,,,
syn8,137,7800,5.545864,,,
syn8,137,7900,5.545840,,,
syn8,137,8000,5.545830,,,
syn8,137,8000,5.545365,23.038412,11.478342,syn2
syn8,137,8000,5.545365,22.866199,11.392540,syn4
syn8,137,8000,5.545365,8.000791,1.993100,syn8
syn8,137,8000,5.545365,22.955640,14.296387,syn12
syn8,137,8100,5.545774,,,
syn8,137,8200,5.545728,,,
syn8,137,8300,5.545788,,,
syn8,137,8400,5.545746,,,
syn8,137,8500,5.545731,,,
syn8,137,8600,5.545689,,,
syn8,137,8700,5.545701,,,
syn8,137,8800,5.545725,,,
syn8,137,8900,5.545665,,,
syn8,137,9000,5.545686,,,
syn8,137,9100,5.545702,,,
syn8,137,9200,5.545697,,,
syn8,137,9300,5.545668,,,
syn8,137,9400,5.545648,,,
syn8,137,9500,5.545640,,,
syn8,137,9600,5.545630,,,
syn8,137,9700,5.545606,,,
syn8,137,9800,5.545594,,,
syn8,137,9900,5.545614,,,
syn8,137,10000,5.545561,,,
syn8,137,10000,5.545346,23.633170,11.774665,syn2
syn8,137,10000,5.545346,23.440865,11.678854,syn4
syn8,137,10000,5.545346,8.000512,1.993030,syn8
syn8,137,10000,5.545346,23.536647,14.658228,syn12
syn8,137,10100,5.545578,,,
syn8,137,10200,5.545578,,,
syn8,137,10300,5.545588,,,
syn8,137,10400,5.545529,,,
syn8,137,10500,5.545572,,,
syn8,137,10600,5.545545,,,
syn8,137,10700,5.545554,,,
syn8,137,10800,5.545527,,,
syn8,137,10900,5.545496,,,
syn8,137,11000,5.545544,,,
syn8,137,11100,5.545498,,,
syn8,137,11200,5.545492,,,
syn8,137,11300,5.545513,,,
syn8,137,11400,5.545495,,,
syn8,137,11500,5.545479,,,
syn8,137,11600,5.545440,,,
syn8,137,11700,5.545495,,,
syn8,137,11800,5.545483,,,
syn8,137,11900,5.545448,,,
syn8,137,12000,5.545463,,,
syn8,137,12000,5.545790,23.735761,11.825779,syn2
syn8,137,12000,5.545790,23.530149,11.723338,syn4
syn8,137,12000,5.545790,8.000322,1.992983,syn8
syn8,137,12000,5.545790,23.604282,14.700350,syn12
syn8,137,12100,5.545451,,,
syn8,137,12200,5.545450,,,
syn8,137,12300,5.545419,,,
syn8,137,12400,5.545435,,,
syn8,137,12500,5.545424,,,
syn8,137,12600,5.545446,,,
syn8,137,12700,5.545394,,,
syn8,137,12800,5.545409,,,
syn8,137,12900,5.545402,,,
syn8,137,13000,5.545376,,,
syn8,137,13100,5.545435,,,
syn8,137,13200,5.545394,,,
syn8,137,13300,5.545403,,,
syn8,137,13400,5.545376,,,
syn8,137,13500,5.545394,,,
syn8,137,13600,5.545383,,,
syn8,137,13700,5.545372,,,
syn8,137,13800,5.545390,,,
syn8,137,13900,5.545357,,,
syn8,137,14000,5.545339,,,
syn8,137,14000,5.545118,23.518540,11.717554,syn2
syn8,137,14000,5.545118,23.319392,11.618333,syn4
syn8,137,14000,5.545118,8.000276,1.992971,syn8
syn8,137,14000,5.545118,23.385716,14.564231,syn12
syn8,137,14100,5.545397,,,
syn8,137,14200,5.545361,,,
syn8,137,14300,5.545356,,,
syn8,137,14400,5.545370,,,
syn8,137,14500,5.545330,,,
syn8,137,14600,5.545370,,,
syn8,137,14700,5.545370,,,
syn8,137,14800,5.545352,,,
syn8,137,14900,5.545344,,,
syn8,137,15000,5.545340,,,
syn8,137,15100,5.545367,,,
syn8,137,15200,5.545361,,,
syn8,137,15300,5.545338,,,
syn8,137,15400,5.545336,,,
syn8,137,15500,5.545298,,,
syn8,137,15600,5.545339,,,
syn8,137,15700,5.545331,,,
syn8,137,15800,5.545340,,,
syn8,137,15900,5.549486,,,
syn8,137,16000,5.545377,,,
syn8,137,16000,5.545476,22.960484,11.439516,syn2
syn8,137,16000,5.545476,22.823927,11.371479,syn4
syn8,137,16000,5.545476,8.000205,1.992954,syn8
syn8,137,16000,5.545476,22.869395,14.242675,syn12
syn8,137,16100,5.545324,,,
syn8,137,16200,5.545330,,,
syn8,137,16300,5.545316,,,
syn8,137,16400,5.545293,,,
syn8,137,16500,5.545345,,,
syn8,137,16600,5.545327,,,
syn8,137,16700,5.545323,,,
syn8,137,16800,5.545305,,,
syn8,137,16900,5.545325,,,
syn8,137,17000,5.545297,,,
syn8,137,17100,5.545296,,,
syn8,137,17200,5.545317,,,
syn8,137,17300,5.545309,,,
syn8,137,17400,5.545310,,,
syn8,137,17500,5.545282,,,
syn8,137,17600,5.545297,,,
syn8,137,17700,5.545309,,,
syn8,137,17800,5.545288,,,
syn8,137,17900,5.545286,,,
syn8,137,18000,5.545306,,,
syn8,137,18000,5.545170,22.675483,11.297521,syn2
syn8,137,18000,5.545170,22.670048,11.294813,syn4
syn8,137,18000,5.545170,8.000083,1.992923,syn8
syn8,137,18000,5.545170,22.631545,14.094546,syn12
syn8,137,18100,5.545278,,,
syn8,137,18200,5.545287,,,
syn8,137,18300,5.545276,,,
syn8,137,18400,5.545295,,,
syn8,137,18500,5.545298,,,
syn8,137,18600,5.545295,,,
syn8,137,18700,5.545295,,,
syn8,137,18800,5.545246,,,
syn8,137,18900,5.545279,,,
syn8,137,19000,5.545300,,,
syn8,137,19100,5.545296,,,
syn8,137,19200,5.545290,,,
syn8,137,19300,5.545279,,,
syn8,137,19400,5.545291,,,
syn8,137,19500,5.545272,,,
syn8,137,19600,5.545269,,,
syn8,137,19700,5.545296,,,
syn8,137,19800,5.545288,,,
syn8,137,19900,5.545268,,,
syn8,137,20000,5.545268,,,
syn8,137,20000,5.544995,22.714302,11.316861,syn2
syn8,137,20000,5.544995,22.740665,11.329996,syn4
syn8,137,20000,5.544995,8.000233,1.992960,syn8
syn8,137,20000,5.544995,22.695655,14.134472,syn12
syn8,137,20100,5.545280,,,
syn8,137,20200,5.545261,,,
syn8,137,20300,5.545289,,,
syn8,137,20400,5.545262,,,
syn8,137,20500,5.545265,,,
syn8,137,20600,5.545297,,,
syn8,137,20700,5.545271,,,
syn8,137,20800,5.545254,,,
syn8,137,20900,5.545259,,,
syn8,137,21000,5.545263,,,
syn8,137,21100,5.545263,,,
syn8,137,21200,5.545254,,,
syn8,137,21300,5.545264,,,
syn8,137,21400,5.545251,,,
syn8,137,21500,5.545279,,,
syn8,137,21600,5.545256,,,
syn8,137,21700,5.545258,,,
syn8,137,21800,5.545255,,,
syn8,137,21900,5.545266,,,
syn8,137,22000,5.545262,,,
syn8,137,22000,5.545545,23.144715,11.531305,syn2
