dataset,resolution,n_images,H_pixel,H_conditional,H_gzip_mean,H_gzip_std,H_png_mean,H_png_std
STL10_96x96,96x96,2000,7.854150183786578,5.478156239625937,6.4180115740740735,1.1540030605803762,5.072515625,0.9819908085822615
STL10_resized_224x224,224x224,500,7.854150183786578,5.478156239625937,5.556282950680272,1.3631992658127048,3.195772746598639,0.7901674375957408
