source,seed,shuffle_mode,mse,bits_per_frame_dim,bits_per_frame
music,42,original,0.10142149532725389,1.6295249305136428,208.57919110574628
music,42,segment_shuffled,0.117345217912776,1.5243271307152526,195.11387273155233
music,42,frame_shuffled,0.9166758116805271,0.04150085287411922,5.31210916788726
