source,seed,shuffle_mode,mse,bits_per_frame_dim,bits_per_frame
music,137,original,0.08613899974387743,1.7473374176528471,223.65918945956443
music,137,segment_shuffled,0.10455450040322763,1.6075790746420935,205.77012155418797
music,137,frame_shuffled,0.9418600870519512,0.02195027369123881,2.8096350324785675
