dataset,seed,source_entropy_gzip,source_entropy_std,bits_per_pixel,mse,pixel_var,plateau_slope,time_hrs
VMRF_2,42,6.669897280092592,0.2923308266511837,6.172268419999929,1.516954508565721e-05,0.07889481,-3.1324411308382936e-09,0.14844332721498277
VMRF_4,42,6.669897280092592,0.2923308266511837,6.172268419999929,1.516954508565721e-05,0.07889481,-3.1324411308382936e-09,0.1509823838207457
VMRF_6,42,6.669897280092592,0.2923308266511837,6.172268419999929,1.516954508565721e-05,0.07889481,-3.1324411308382936e-09,0.15020509441693625
VMRF_8,42,8.000454282407407,0.0026433380475101194,0.0,0.0800483654203869,0.07680022,-6.626594769472071e-08,0.15460335923565757
VMRF_NAT,42,6.4577054398148155,1.084987966504951,0.7613627474183439,0.02417351553780692,0.069458574,-6.207557668365799e-08,0.151063451634513
