matrix,cliff_ratio,shape,mean,std,skewness,kurtosis,sparsity,max_abs,pct_near_zero
transformer.h.0.mlp.c_proj.weight,0.10519556673915575,"(4096, 1024)",4.994264236302115e-05,0.08332160115242004,0.029070401564240456,46.20560836791992,0.4460723400115967,4.665096282958984,0.08460521697998047
transformer.h.1.mlp.c_fc.weight,0.3999690779276186,"(1024, 4096)",0.0031353970989584923,0.10565831512212753,0.01212257705628872,5.123088359832764,0.37134575843811035,4.672027587890625,0.0889749526977539
transformer.h.1.mlp.c_proj.weight,0.8910770981321446,"(4096, 1024)",-6.5322037698933855e-06,0.07914283126592636,-0.8387470841407776,124.75155639648438,0.7954649925231934,8.98444652557373,0.09445524215698242
transformer.h.0.mlp.c_fc.weight,3.7151075500846367,"(1024, 4096)",-0.00028838723665103316,0.10199945420026779,-0.0003041885793209076,3.4695560932159424,0.1469419002532959,1.803545355796814,0.08342647552490234
transformer.h.2.mlp.c_fc.weight,3.8305654849146076,"(1024, 4096)",0.002479335991665721,0.10655605047941208,0.010255508124828339,3.545743942260742,0.1361072063446045,1.731645107269287,0.08420443534851074
transformer.h.2.mlp.c_proj.weight,4.579814760822023,"(4096, 1024)",-9.023596794577315e-05,0.08172456175088882,-2.143803834915161,216.81825256347656,0.7964973449707031,9.785688400268555,0.08993673324584961
