step,train_loss
1,6.080252647399902
2,5.9926862716674805
3,5.853067874908447
4,5.6223859786987305
5,5.360408306121826
6,5.114494323730469
7,4.934075355529785
8,4.901922702789307
9,4.834140777587891
10,4.736190319061279
11,4.584827899932861
12,4.514944076538086
13,4.455009460449219
14,4.406023025512695
15,4.365138530731201
16,4.2503886222839355
17,4.175466537475586
18,4.154993057250977
19,4.094050407409668
20,4.022623538970947
21,3.9674201011657715
22,3.941610336303711
23,3.885502815246582
24,3.8967690467834473
25,3.8350601196289062
26,3.7817046642303467
27,3.7630019187927246
28,3.7249858379364014
29,3.704986095428467
30,3.6495306491851807
31,3.585843086242676
32,3.535235643386841
33,3.531935691833496
34,3.4662528038024902
35,3.4334945678710938
36,3.372908592224121
37,3.37493896484375
38,3.3461060523986816
39,3.307234048843384
40,3.2696595191955566
41,3.275437116622925
42,3.2669646739959717
43,3.2466416358947754
44,3.218255043029785
45,3.215458393096924
46,3.168060302734375
47,3.16145658493042
48,3.123852014541626
49,3.1681506633758545
50,3.1614646911621094
51,3.1589746475219727
52,3.1654906272888184
53,3.11529278755188
54,3.1305294036865234
55,3.1215264797210693
56,3.1181540489196777
57,3.1133036613464355
58,3.086235523223877
59,3.08665132522583
60,3.113354206085205
61,3.048135280609131
62,3.092878818511963
63,3.06193208694458
64,3.0983266830444336
65,3.101999282836914
66,3.055089235305786
67,3.0567734241485596
68,3.0763583183288574
69,3.058811664581299
70,3.0407490730285645
71,3.0382513999938965
72,2.9933605194091797
73,3.0702433586120605
74,3.0250890254974365
75,3.024099826812744
76,3.020510673522949
77,2.989265203475952
78,2.993258237838745
79,2.9855313301086426
80,2.9826903343200684
81,3.012315511703491
82,3.0057194232940674
83,3.0034241676330566
84,2.962261915206909
85,2.9590091705322266
86,2.996866226196289
87,2.9650344848632812
88,2.9578540325164795
89,2.946974277496338
90,2.9527342319488525
91,3.0083584785461426
92,2.9940848350524902
93,2.9385483264923096
94,2.9278011322021484
95,2.946359634399414
96,2.9576497077941895
97,2.958487033843994
98,2.9495201110839844
99,2.934708595275879
100,2.946065902709961
101,2.894998550415039
102,2.9403860569000244
103,2.9310147762298584
104,2.923293113708496
105,2.921760082244873
106,2.9015297889709473
107,2.91100811958313
108,2.916713237762451
109,2.9287710189819336
110,2.9212770462036133
111,2.909959077835083
112,2.9142260551452637
113,2.9156527519226074
114,2.927870273590088
115,2.8872036933898926
116,2.889847755432129
117,2.896195411682129
118,2.886784791946411
119,2.8724584579467773
120,2.914518356323242
121,2.882119655609131
122,2.8761894702911377
123,2.8798272609710693
124,2.921442985534668
125,2.8681418895721436
126,2.8656201362609863
127,2.8626294136047363
128,2.872565746307373
129,2.894937038421631
130,2.8817102909088135
131,2.8525779247283936
132,2.8954172134399414
133,2.8291213512420654
134,2.8347697257995605
135,2.8690640926361084
136,2.877391815185547
137,2.8885717391967773
138,2.878018617630005
139,2.835273504257202
140,2.863283157348633
141,2.8892996311187744
142,2.849297046661377
143,2.8671417236328125
144,2.861625909805298
145,2.8759877681732178
146,2.874466896057129
147,2.8904638290405273
148,2.8682873249053955
149,2.8368642330169678
150,2.8482980728149414
151,2.8244259357452393
152,2.8321869373321533
153,2.866955280303955
154,2.837463855743408
155,2.8719608783721924
156,2.844209909439087
157,2.8592870235443115
158,2.850860595703125
159,2.8352890014648438
160,2.904655933380127
161,2.858798027038574
162,2.8484740257263184
163,2.8567054271698
164,2.852771759033203
165,2.879549980163574
166,2.8424577713012695
167,2.8492252826690674
168,2.841925621032715
169,2.8443708419799805
170,2.8505918979644775
171,2.8427035808563232
172,2.8426828384399414
173,2.8376965522766113
174,2.8561601638793945
175,2.846215009689331
176,2.8022804260253906
177,2.815220355987549
178,2.840610980987549
179,2.873624324798584
180,2.8199005126953125
181,2.8241164684295654
182,2.8254098892211914
183,2.8347132205963135
184,2.816243886947632
185,2.854583740234375
186,2.816258192062378
187,2.847292423248291
188,2.864595890045166
189,2.839726209640503
190,2.8198633193969727
191,2.7990894317626953
192,2.844817638397217
193,2.820765733718872
194,2.818033456802368
195,2.8262205123901367
196,2.8556289672851562
197,2.808180332183838
198,2.859473943710327
199,2.8321969509124756
200,2.7804083824157715
201,2.811007022857666
202,2.8083748817443848
203,2.8050811290740967
204,2.8378212451934814
205,2.839620351791382
206,2.8144006729125977
207,2.8290059566497803
208,2.8098387718200684
209,2.837235450744629
210,2.830566644668579
211,2.8320858478546143
212,2.837493658065796
213,2.8295483589172363
214,2.806490898132324
215,2.813279390335083
216,2.8271708488464355
217,2.7776269912719727
218,2.8243837356567383
219,2.8075716495513916
220,2.7634596824645996
221,2.7611677646636963
222,2.8160128593444824
223,2.8179891109466553
224,2.797466278076172
225,2.8134865760803223
226,2.7942399978637695
227,2.829958915710449
228,2.7799665927886963
229,2.7832136154174805
230,2.771254539489746
231,2.785943031311035
232,2.7853362560272217
233,2.794224500656128
234,2.7942700386047363
235,2.756856918334961
236,2.8098762035369873
237,2.7812626361846924
238,2.7586355209350586
239,2.78341007232666
240,2.772897720336914
241,2.785658836364746
242,2.799553871154785
243,2.7730088233947754
244,2.7563421726226807
245,2.7984089851379395
246,2.76996111869812
247,2.7509427070617676
248,2.757716655731201
249,2.762505292892456
250,2.7493109703063965
251,2.7726032733917236
252,2.766317844390869
253,2.724416971206665
254,2.733743667602539
255,2.779832363128662
256,2.7880330085754395
257,2.726957321166992
258,2.789252519607544
259,2.782524585723877
260,2.767825126647949
261,2.7615432739257812
262,2.7947540283203125
263,2.765052318572998
264,2.7755379676818848
265,2.762526035308838
266,2.7240490913391113
267,2.7111411094665527
268,2.778075695037842
269,2.7867679595947266
270,2.7422635555267334
271,2.7632980346679688
272,2.7512831687927246
273,2.7273175716400146
274,2.7265849113464355
275,2.734677314758301
276,2.7300870418548584
277,2.7272675037384033
278,2.7286033630371094
279,2.703446388244629
280,2.747257709503174
281,2.7234058380126953
282,2.7733964920043945
283,2.7513418197631836
284,2.7364401817321777
285,2.7875280380249023
286,2.73032283782959
287,2.7452502250671387
288,2.7104883193969727
289,2.7178287506103516
290,2.700284481048584
291,2.7117908000946045
292,2.719625473022461
293,2.698758125305176
294,2.729308843612671
295,2.7008280754089355
296,2.6972928047180176
297,2.6759579181671143
298,2.6877388954162598
299,2.696481227874756
300,2.6850156784057617
301,2.687638282775879
302,2.671520233154297
303,2.6730306148529053
304,2.6413488388061523
305,2.680471897125244
306,2.6914098262786865
307,2.697150468826294
308,2.725234270095825
309,2.6700172424316406
310,2.689877510070801
311,2.672947406768799
312,2.6975061893463135
313,2.673964023590088
314,2.6884868144989014
315,2.6729443073272705
316,2.685389995574951
317,2.6800389289855957
318,2.699007987976074
319,2.6882522106170654
320,2.6695523262023926
321,2.653514862060547
322,2.679182529449463
323,2.6438913345336914
324,2.7228376865386963
325,2.6887497901916504
326,2.6583526134490967
327,2.6590497493743896
328,2.6939198970794678
329,2.695316791534424
330,2.6872096061706543
331,2.691506862640381
332,2.7061004638671875
333,2.6863787174224854
334,2.682267665863037
335,2.695694923400879
336,2.691859483718872
337,2.6722373962402344
338,2.6846044063568115
339,2.6680784225463867
340,2.663234233856201
341,2.689116954803467
342,2.6822588443756104
343,2.6551432609558105
344,2.6460015773773193
345,2.651406764984131
346,2.6852664947509766
347,2.7010886669158936
348,2.66357421875
349,2.67262601852417
350,2.6640126705169678
351,2.6494486331939697
352,2.6459858417510986
353,2.692948341369629
354,2.6875340938568115
355,2.6857142448425293
356,2.675044536590576
357,2.6779961585998535
358,2.6775224208831787
359,2.6746368408203125
360,2.7006986141204834
361,2.671302318572998
362,2.6853761672973633
363,2.6738719940185547
364,2.6754698753356934
365,2.644852638244629
366,2.641749382019043
367,2.675421714782715
368,2.6571009159088135
369,2.683084011077881
370,2.6389174461364746
371,2.651398181915283
372,2.6522395610809326
373,2.630516529083252
374,2.6810975074768066
375,2.6423096656799316
376,2.6749649047851562
377,2.6802897453308105
378,2.6509265899658203
379,2.6475818157196045
380,2.6347599029541016
381,2.6445274353027344
382,2.6641392707824707
383,2.712108850479126
384,2.6902661323547363
385,2.66813325881958
386,2.6938188076019287
387,2.634488582611084
388,2.68717098236084
389,2.655033588409424
390,2.67075514793396
391,2.6888175010681152
392,2.657142400741577
393,2.675463914871216
394,2.660039186477661
395,2.690948009490967
396,2.6655967235565186
397,2.677241563796997
398,2.690927267074585
399,2.6851143836975098
400,2.649566650390625
401,2.6647963523864746
402,2.652773380279541
403,2.683598041534424
404,2.672917127609253
405,2.6542744636535645
406,2.660374402999878
407,2.638766288757324
408,2.6454577445983887
409,2.659057855606079
410,2.6651992797851562
411,2.675963878631592
412,2.6442883014678955
413,2.6509554386138916
414,2.678997755050659
415,2.6529970169067383
416,2.6774606704711914
417,2.6754913330078125
418,2.6548190116882324
419,2.6388497352600098
420,2.63169002532959
421,2.6726908683776855
422,2.661628484725952
423,2.661848545074463
424,2.665379047393799
425,2.6749110221862793
426,2.6773478984832764
427,2.647040367126465
428,2.655163526535034
429,2.6769371032714844
430,2.6806485652923584
431,2.6485161781311035
432,2.6610453128814697
433,2.6560134887695312
434,2.6919984817504883
435,2.638611316680908
436,2.667661666870117
437,2.6689844131469727
438,2.6685519218444824
439,2.661262035369873
440,2.6755998134613037
441,2.658090591430664
442,2.6368913650512695
443,2.6862359046936035
444,2.655573606491089
445,2.6573328971862793
446,2.664280414581299
447,2.673755645751953
448,2.6514105796813965
449,2.6865224838256836
450,2.679969549179077
451,2.669637680053711
452,2.6487998962402344
453,2.6567845344543457
454,2.66292667388916
455,2.6408605575561523
456,2.656687021255493
457,2.663939952850342
458,2.667710304260254
459,2.6485390663146973
460,2.670492172241211
461,2.6548821926116943
462,2.677767276763916
463,2.659432888031006
464,2.6840906143188477
465,2.6761348247528076
466,2.6645078659057617
467,2.6507556438446045
468,2.6462998390197754
469,2.6639599800109863
470,2.6859421730041504
471,2.6808249950408936
472,2.6988561153411865
473,2.6790099143981934
474,2.6920392513275146
475,2.6651418209075928
476,2.6490328311920166
477,2.6540632247924805
478,2.636615514755249
479,2.6878387928009033
480,2.6822361946105957
481,2.6628382205963135
482,2.6575558185577393
483,2.6444122791290283
484,2.6707777976989746
485,2.6525542736053467
486,2.675607204437256
487,2.6619369983673096
488,2.6711692810058594
489,2.68892240524292
490,2.6560792922973633
491,2.6669206619262695
492,2.631032705307007
493,2.705566167831421
494,2.6574699878692627
495,2.665714740753174
496,2.667679786682129
497,2.6747682094573975
498,2.6681907176971436
499,2.651826858520508
500,2.6680760383605957
501,2.6626687049865723
502,2.662379264831543
503,2.6786351203918457
504,2.6621813774108887
505,2.687089204788208
506,2.611400842666626
507,2.6791610717773438
508,2.6641273498535156
509,2.662806987762451
510,2.654684066772461
511,2.6586689949035645
512,2.6011605262756348
513,2.6622400283813477
514,2.6458568572998047
515,2.666698932647705
516,2.6614503860473633
517,2.6342363357543945
518,2.6679253578186035
519,2.6866250038146973
520,2.6742324829101562
521,2.6736841201782227
522,2.62959623336792
523,2.6379659175872803
524,2.6617372035980225
525,2.66013240814209
526,2.6709811687469482
527,2.697697877883911
528,2.724905490875244
529,2.655702590942383
530,2.68727445602417
531,2.6363654136657715
532,2.6797237396240234
533,2.6676411628723145
534,2.6658775806427
535,2.6908743381500244
536,2.6843578815460205
537,2.7221739292144775
538,2.6801490783691406
539,2.6858482360839844
540,2.663623094558716
541,2.7337088584899902
542,2.63723087310791
543,2.693227767944336
544,2.6941566467285156
545,2.672152519226074
546,2.6652121543884277
547,2.6604363918304443
548,2.6672747135162354
549,2.6550705432891846
550,2.650083541870117
551,2.6425483226776123
552,2.639751434326172
553,2.634624719619751
554,2.696246385574341
555,2.705120325088501
556,2.693531036376953
557,2.743532180786133
558,2.7094905376434326
559,2.7656335830688477
560,2.6737592220306396
561,2.7758913040161133
562,2.726876974105835
563,2.7099616527557373
564,2.695291519165039
565,2.6567513942718506
566,2.680079936981201
567,2.6806585788726807
568,2.7035605907440186
569,2.6683716773986816
570,2.6905293464660645
571,2.6792964935302734
572,2.669459104537964
573,2.724616527557373
574,2.6773810386657715
575,2.817523956298828
576,2.741316795349121
577,2.723663806915283
578,2.6811742782592773
579,2.7084710597991943
580,2.712637424468994
581,2.6753482818603516
582,2.6367738246917725
583,2.680272340774536
584,2.6956543922424316
585,2.675920009613037
586,2.6399898529052734
587,2.675696611404419
588,2.6832032203674316
589,2.684971809387207
590,2.67850923538208
591,2.677708387374878
592,2.6706929206848145
593,2.6336498260498047
594,2.6726174354553223
595,2.689636468887329
596,2.670525074005127
597,2.6746819019317627
598,2.6530251502990723
599,2.6528284549713135
600,2.6652626991271973
601,2.6475396156311035
602,2.6601662635803223
603,2.6554088592529297
604,2.6699728965759277
605,2.6290314197540283
606,2.6531214714050293
607,2.666719436645508
608,2.647536516189575
609,2.6716856956481934
610,2.6705222129821777
611,2.7038776874542236
612,2.6306068897247314
613,2.6584482192993164
614,2.6894140243530273
615,2.6694047451019287
616,2.677785873413086
617,2.6749043464660645
618,2.6611857414245605
619,2.6952457427978516
620,2.6566951274871826
621,2.672471046447754
622,2.682126760482788
623,2.670942783355713
624,2.667719841003418
625,2.6974740028381348
626,2.663227081298828
627,2.6811156272888184
628,2.6646695137023926
629,2.6716575622558594
630,2.670649766921997
631,2.66129994392395
632,2.6857197284698486
633,2.668379068374634
634,2.6493473052978516
635,2.653979778289795
636,2.6839356422424316
637,2.6676063537597656
638,2.6656360626220703
639,2.6426544189453125
640,2.668365955352783
641,2.6920182704925537
642,2.683748722076416
643,2.661763906478882
644,2.6770381927490234
645,2.635653257369995
646,2.650908946990967
647,2.6481752395629883
648,2.653385639190674
649,2.645368814468384
650,2.6818082332611084
651,2.656569480895996
652,2.6859188079833984
653,2.644449234008789
654,2.662055492401123
655,2.66617751121521
656,2.6185755729675293
657,2.6726770401000977
658,2.679093837738037
659,2.673922300338745
660,2.6935434341430664
661,2.6661570072174072
662,2.6457583904266357
663,2.6639389991760254
664,2.669713020324707
665,2.6644983291625977
666,2.6480250358581543
667,2.626831293106079
668,2.6364521980285645
669,2.6432571411132812
670,2.697692394256592
671,2.6605021953582764
672,2.6449639797210693
673,2.6799728870391846
674,2.660701274871826
675,2.637589454650879
676,2.664477586746216
677,2.6581249237060547
678,2.630319595336914
679,2.658013105392456
680,2.6510233879089355
681,2.6866679191589355
682,2.667945384979248
683,2.642683506011963
684,2.698853015899658
685,2.6897366046905518
686,2.659243106842041
687,2.654118776321411
688,2.6793768405914307
689,2.654787302017212
690,2.68617844581604
691,2.6444289684295654
692,2.675227165222168
693,2.6565065383911133
694,2.6494197845458984
695,2.7041900157928467
696,2.6555685997009277
697,2.65273380279541
698,2.6616363525390625
699,2.6796164512634277
700,2.682539701461792
701,2.667691707611084
702,2.658503293991089
703,2.6505889892578125
704,2.6703879833221436
705,2.670076370239258
706,2.7023372650146484
707,2.653470993041992
708,2.678077459335327
709,2.6697707176208496
710,2.6668589115142822
711,2.6752588748931885
712,2.6792845726013184
713,2.662416458129883
714,2.6729493141174316
715,2.667945384979248
716,2.6897244453430176
717,2.660869598388672
718,2.6326913833618164
719,2.670553684234619
720,2.680462598800659
721,2.688593626022339
722,2.656586170196533
723,2.6400790214538574
724,2.639457941055298
725,2.7055301666259766
726,2.655074119567871
727,2.660489082336426
728,2.652254581451416
729,2.6380598545074463
730,2.6750285625457764
731,2.6699564456939697
732,2.659036874771118
733,2.657892942428589
734,2.656865358352661
735,2.678579330444336
736,2.6465296745300293
737,2.6544930934906006
738,2.6444602012634277
739,2.6564667224884033
740,2.691643238067627
741,2.6468658447265625
742,2.6797914505004883
743,2.662320137023926
744,2.6389760971069336
745,2.6744613647460938
746,2.662212371826172
747,2.673342704772949
748,2.6650331020355225
749,2.668053150177002
750,2.673247814178467
751,2.640009641647339
752,2.6515841484069824
753,2.672844886779785
754,2.706367254257202
755,2.6321473121643066
756,2.6680002212524414
757,2.6753735542297363
758,2.6710562705993652
759,2.637442111968994
760,2.672362804412842
761,2.644883632659912
762,2.650761604309082
763,2.6549558639526367
764,2.6512908935546875
765,2.6770644187927246
766,2.6542067527770996
767,2.659176826477051
768,2.670433521270752
769,2.6655101776123047
770,2.6391093730926514
771,2.6290507316589355
772,2.661271095275879
773,2.6745517253875732
774,2.6331961154937744
775,2.652721881866455
776,2.64170241355896
777,2.6413228511810303
778,2.689070224761963
779,2.6516342163085938
780,2.6680805683135986
781,2.6646273136138916
782,2.6496028900146484
783,2.6439313888549805
