source,seed,mode,mse,bits_per_dim
music,137,original,0.01956482666406711,2.8311861152016804
music,137,segment_shuffled,0.025951103507642955,2.6274193360262212
music,137,frame_shuffled,0.9857781960312078,0.003721696546307967
